ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR
1767	2,0	3,2	1,2	1,0	98	49	0.00172373157398	0.0586068735153
1793	1,1	4,1	0,0	1,0	98	49	1	1.0
1794	1,0	4,2	0,1	1,3	98	49	1	1.0
1912	0,1	0,1	0,0	4,1	98	49	1	1.0
1930	1,0	1,0	1,1	0,0	98	49	1	1.0
1931	0,1	0,0	1,1	0,1	98	49	1	1.0
2022	0,0	3,0	2,0	0,2	98	49	1	1.0
2044	0,1	0,0	0,0	1,0	98	49	1	1.0
2074	0,0	1,1	0,1	2,0	98	49	1	1.0
2097	2,2	7,6	3,3	4,4	98	49	0.218804440511	1.0
2098	1,0	4,3	0,0	5,6	98	49	1	1.0
2110	0,1	1,0	0,1	1,0	98	49	1	1.0
2112	0,1	0,1	0,0	1,0	98	49	1	1.0
2262	1,0	1,4	0,0	5,4	98	49	1	1.0
2264	0,1	3,3	0,1	3,0	98	49	1	1.0
2366	0,1	1,1	1,0	0,0	98	49	1	1.0
2369	1,0	0,1	0,0	1,0	98	49	1	1.0
2372	1,0	1,0	1,0	0,0	98	49	1	1.0
2373	0,0	1,0	0,1	1,0	98	49	1	1.0
2497	1,0	6,3	0,0	0,2	98	49	1	1.0
2803	0,0	1,1	1,0	1,0	98	49	1	1.0
2804	0,0	1,0	1,0	1,0	98	49	1	1.0
2815	0,0	0,1	0,1	0,0	98	49	1	1.0
3038	0,0	5,2	1,0	1,2	98	49	1	1.0
3237	1,0	0,0	0,1	0,1	98	49	1	1.0
3364	0,1	0,2	0,3	2,1	98	49	1	1.0
3568	0,0	0,1	1,0	1,0	98	49	1	1.0
3779	0,1	0,2	1,0	2,2	98	49	1	1.0
3949	1,0	2,1	0,0	1,0	98	49	1	1.0
3967	1,0	0,1	0,2	3,1	98	49	0.644694583642	1.0
4028	0,0	0,1	0,1	0,0	98	49	1	1.0
4031	0,0	0,2	0,1	0,0	98	49	1	1.0
4055	0,1	0,1	0,0	0,4	98	49	1	1.0
4120	1,0	0,0	0,1	1,0	98	49	1	1.0
4252	0,0	3,2	0,1	1,1	98	49	1	1.0
4324	0,1	0,1	0,1	0,0	98	49	1	1.0
4327	0,0	0,1	0,1	0,0	98	49	1	1.0
4368	2,3	2,6	1,0	5,3	98	49	1	1.0
4823	0,1	3,7	2,0	3,5	98	49	0.312809488597	1.0
4825	0,1	3,4	0,1	0,1	98	49	1	1.0
4893	1,3	3,5	0,0	5,0	98	49	1	1.0
4894	4,3	2,3	0,0	2,2	98	49	2.35911079675e-05	0.00120314650634
4906	1,0	0,0	0,0	1,1	98	49	1	1.0
5006	0,0	1,0	1,2	0,1	98	49	1	1.0
5058	1,0	0,0	0,0	0,2	98	49	1	1.0
5064	0,0	0,1	0,1	0,0	98	49	1	1.0
5089	4,2	0,0	1,0	1,0	98	49	1	1.0
5090	3,2	5,1	1,0	4,4	98	49	0.00480351593893	0.122489656443
5199	2,0	1,1	0,0	1,0	98	49	1	1.0
5257	0,0	0,1	1,0	0,0	98	49	1	1.0
5272	0,0	1,0	1,0	0,0	98	49	1	1.0
5288	0,2	4,4	2,1	5,2	98	49	0.292251951745	1.0
5513	0,0	0,1	1,0	1,1	98	49	1	1.0
5525	0,0	1,1	1,0	0,0	98	49	1	1.0
5541	0,1	0,0	0,0	1,0	98	49	1	1.0
5577	0,0	1,1	0,1	2,0	98	49	1	1.0
5590	1,0	1,1	0,0	0,1	98	49	1	1.0
5623	0,0	3,4	0,1	1,0	98	49	1	1.0
5667	1,1	4,4	0,1	1,1	98	49	0.161252162532	1.0
5912	1,0	3,2	0,0	0,1	98	49	1	1.0
5979	0,1	0,0	0,0	1,3	98	49	1	1.0
5991	0,1	0,2	0,0	4,1	98	49	1	1.0
6010	0,1	1,2	0,0	3,2	98	49	1	1.0
